gene	score	logfoldchange	pval	pval_adj	cluster
Dnajc8	12.345756	1.5856873	5.134960512984062e-35	6.0074863237268815e-33	g/aCAP
Tle1	12.339432	2.2799509	5.55466346691641e-35	6.472194922180335e-33	g/aCAP
Sbds	12.325624	1.5044739	6.593082128245683e-35	7.651165469794788e-33	g/aCAP
Robo4	12.3150425	3.000177	7.517537705461131e-35	8.688945187275958e-33	g/aCAP
Adgrl2	12.306051	2.1192315	8.403489326399743e-35	9.674096912551384e-33	g/aCAP
Ppm1f	12.293205	3.0005598	9.852076319348022e-35	1.1296524162184706e-32	g/aCAP
Sorbs3	12.273198	2.3949142	1.2616915051090151e-34	1.4409318062316452e-32	g/aCAP
Mxra7	12.238846	2.0591447	1.9275355681627444e-34	2.1926669427558807e-32	g/aCAP
Dgkh	12.221258	2.688605	2.393508630339496e-34	2.7120148968964834e-32	g/aCAP
Ptprg	12.211805	2.1635833	2.6885670719036263e-34	3.0343906011524064e-32	g/aCAP
Smurf2	12.184533	2.0856986	3.7579756877180202e-34	4.224786730176743e-32	g/aCAP
Elovl5	12.160786	1.8002691	5.027310970531284e-34	5.629805826143593e-32	g/aCAP
Prkch	12.072974	2.5296316	1.4673333380154376e-33	1.63681602589474e-31	g/aCAP
Ccdc85b	12.032708	1.9669038	2.391841112162093e-33	2.6578064559083026e-31	g/aCAP
Klf3	12.026274	1.6801178	2.58569026184966e-33	2.862160220616662e-31	g/aCAP
Prex2	11.98533	2.1203718	4.2415210017559346e-33	4.677048828756161e-31	g/aCAP
Ctnnd1	11.9771185	1.987899	4.6832226761561376e-33	5.144394985487543e-31	g/aCAP
Tspan9	11.953556	2.166202	6.22053898894418e-33	6.807114528586065e-31	g/aCAP
Cdc42ep1	11.923512	2.4134362	8.92644289255608e-33	9.731175244233484e-31	g/aCAP
Btbd3	11.912378	2.1923106	1.0202493416387489e-32	1.1080292849948373e-30	g/aCAP
Nckap5	11.906778	1.6276896	1.0911195605706948e-32	1.1805421410986691e-30	g/aCAP
Sec62	11.8938	1.5041684	1.2747213991289958e-32	1.3740255380873596e-30	g/aCAP
Rasal2	11.889089	2.5504174	1.3487077017492607e-32	1.448351031953124e-30	g/aCAP
Lifr	11.835818	2.0557976	2.548448869748572e-32	2.7265560770023756e-30	g/aCAP
Ets2	11.828038	1.9772356	2.796013773931491e-32	2.9803435708795674e-30	g/aCAP
Kdr	11.819823	1.9972011	3.0833283232610576e-32	3.2744719241126656e-30	g/aCAP
Ghr	11.816752	2.0857196	3.1981079292663213e-32	3.383880375157527e-30	g/aCAP
Ptprm	11.799507	2.1094713	3.9260399433375247e-32	4.138880204001976e-30	g/aCAP
Ifitm2	11.78238	1.5648019	4.811479353880143e-32	5.0538093359368805e-30	g/aCAP
Tax1bp1	11.748736	1.6758094	7.168243858727745e-32	7.501893027424891e-30	g/aCAP
Lims2	11.728088	2.6338453	9.15019159641389e-32	9.541395440028685e-30	g/aCAP
Nrp1	11.721041	1.3686355	9.944319173662973e-32	1.033203992122817e-29	g/aCAP
Dusp6	11.700815	1.842466	1.2623431159615166e-31	1.3068429812004478e-29	g/aCAP
Sgk1	11.696395	1.7094177	1.3298462557351304e-31	1.3717912272421883e-29	g/aCAP
Zfp503	11.692574	1.7911612	1.39105809040118e-31	1.42980899434807e-29	g/aCAP
Adam15	11.668081	2.0577247	1.8556022866813424e-31	1.9005065413056597e-29	g/aCAP
Plcb1	11.663522	2.6592398	1.9577371922509453e-31	1.9980027089710003e-29	g/aCAP
Adgrl3	11.640649	2.7137656	2.560601242996108e-31	2.5948628089235206e-29	g/aCAP
Numb	11.638778	2.1533763	2.6173827942701086e-31	2.643097432248903e-29	g/aCAP
Parvb	11.6325445	2.4855173	2.815753802785146e-31	2.8334753302152625e-29	g/aCAP
Smagp	11.6024685	1.9379863	4.003602710056018e-31	4.014762578237359e-29	g/aCAP
Ankrd33b	11.588914	2.6353226	4.6904326989102815e-31	4.6871754539804824e-29	g/aCAP
Prkce	11.58686	2.3248131	4.804258108295884e-31	4.7843096317216455e-29	g/aCAP
Sox7	11.58344	2.9091723	4.999892784495832e-31	4.961962563372071e-29	g/aCAP
C130074G19Rik	11.563112	2.3428779	6.336962596811597e-31	6.267277784750438e-29	g/aCAP
Frmd4a	11.50653	2.0775964	1.223016673286225e-30	1.2013112579241488e-28	g/aCAP
Sema7a	11.460806	2.896964	2.0757410588152698e-30	2.031966927642975e-28	g/aCAP
Scarb1	11.455122	2.4576845	2.2165049964329898e-30	2.1624072473675064e-28	g/aCAP
Tpst2	11.418443	1.959205	3.3823947537268906e-30	3.2776202361030276e-28	g/aCAP
Uaca	11.397019	2.317004	4.326780028211679e-30	4.17868218831987e-28	g/aCAP
Smad6	11.386408	2.5205746	4.887222677994506e-30	4.70415614289906e-28	g/aCAP
B4galt4	11.353272	2.687672	7.143824221725023e-30	6.853308703374873e-28	g/aCAP
Daam1	11.340858	1.6045878	8.233242834672126e-30	7.87218368046059e-28	g/aCAP
Mcam	11.298479	2.3972373	1.3351019433863582e-29	1.2723256268430261e-27	g/aCAP
Crim1	11.284992	1.9913317	1.5565540102634828e-29	1.4784694526529053e-27	g/aCAP
Hecw2	11.280763	2.8694472	1.63323460775074e-29	1.5462003951008652e-27	g/aCAP
Epb41l2	11.278235	1.8728135	1.680830899524355e-29	1.5808599113827103e-27	g/aCAP
Dock6	11.274526	2.7993324	1.7532033745237997e-29	1.6435567791138422e-27	g/aCAP
Hdac7	11.273656	1.5682496	1.7706127625418714e-29	1.6544881592842554e-27	g/aCAP
Hexim1	11.271529	1.7085742	1.8139116357736675e-29	1.6894620348726908e-27	g/aCAP
Lrrc32	11.267697	2.7540848	1.8946099802661553e-29	1.758931459098708e-27	g/aCAP
Pxdn	11.25665	2.3935056	2.147694935715712e-29	1.9874810369742184e-27	g/aCAP
Pmp22	11.255499	1.7491466	2.1759178567902652e-29	2.0071447409751228e-27	g/aCAP
Ddx5	11.254028	1.5161229	2.212508831386773e-29	2.0343771299460487e-27	g/aCAP
Amotl1	11.216233	2.0770922	3.3942027574986906e-29	3.110992208943067e-27	g/aCAP
Pde9a	11.193018	3.0605078	4.4115739065043083e-29	4.030638000926794e-27	g/aCAP
Arrb1	11.174799	2.3459666	5.417289000382297e-29	4.902816900345991e-27	g/aCAP
Prickle1	11.16113	2.4168992	6.318361643720331e-29	5.70039022276712e-27	g/aCAP
Leprot	11.148183	1.4704257	7.308367799670564e-29	6.572963289828713e-27	g/aCAP
Gstm1	11.135175	1.3466225	8.457921188887122e-29	7.583145539444591e-27	g/aCAP
Prickle2	11.134465	2.4430616	8.525543546915103e-29	7.62003550559679e-27	g/aCAP
Tnfsf10	11.117308	2.1099946	1.0334393314161303e-28	9.208168408097905e-27	g/aCAP
Jup	11.091878	1.5534194	1.3737381677470813e-28	1.2202526070296605e-26	g/aCAP
Lgals9	11.076031	1.5048206	1.6398162078987207e-28	1.452120321948467e-26	g/aCAP
Anxa3	11.070046	1.1156359	1.753095918777483e-28	1.5476717957796305e-26	g/aCAP
Gnaq	11.030153	1.6645814	2.733997771040705e-28	2.3989163369070576e-26	g/aCAP
Pdlim5	11.027302	1.877533	2.8220526990560566e-28	2.468652786590678e-26	g/aCAP
Rin2	11.0222025	1.7799897	2.986598617702018e-28	2.604676006589821e-26	g/aCAP
Tcim	11.009452	3.0105422	3.4409245565828063e-28	2.9918371220076486e-26	g/aCAP
Car4	11.004561	1.8844242	3.6328104179019662e-28	3.1491651755186324e-26	g/aCAP
Slk	10.964437	1.5600564	5.665238420891532e-28	4.896263115713462e-26	g/aCAP
Laptm4a	10.958619	1.2575388	6.0413877496795495e-28	5.205722737598127e-26	g/aCAP
Gbp7	10.90157	1.7492955	1.1328514627575906e-27	9.703412231596267e-26	g/aCAP
Tmem184b	10.899564	2.082529	1.1581136904808805e-27	9.890359647489537e-26	g/aCAP
Fam117b	10.897068	2.313406	1.1903109911004244e-27	1.0135251575109531e-25	g/aCAP
Cxcl12	10.893735	2.1715472	1.2347097590838174e-27	1.0482285211336951e-25	g/aCAP
Piezo2	10.875391	2.3682334	1.5100733957660736e-27	1.2782327155925765e-25	g/aCAP
Sh3pxd2a	10.872029	2.0831752	1.5667667947947891e-27	1.3223327963106752e-25	g/aCAP
Ccny	10.853009	1.8423474	1.9296523630115074e-27	1.623841959282783e-25	g/aCAP
H2-T23	10.85089	1.3728509	1.974925498947655e-27	1.6570949230237176e-25	g/aCAP
Mtus1	10.819974	1.7159518	2.7685639882662418e-27	2.316257894834373e-25	g/aCAP
Fmnl2	10.819088	2.2026155	2.795442198509047e-27	2.331965984727257e-25	g/aCAP
Trib2	10.815592	2.3500571	2.9041217963441807e-27	2.41562500863542e-25	g/aCAP
Arl2bp	10.797359	1.7211818	3.542436883275613e-27	2.9380787752355085e-25	g/aCAP
Epn2	10.77409	1.7351054	4.562709356969774e-27	3.7626010112776534e-25	g/aCAP
Myl12a	10.771552	1.2560073	4.690285121482359e-27	3.85675445132178e-25	g/aCAP
Cbfa2t3	10.76442	1.7026242	5.067964079532886e-27	4.155441772334942e-25	g/aCAP
Egr1	10.7540455	1.4919304	5.671842885547143e-27	4.637376086535419e-25	g/aCAP
Rhoc	10.743998	1.7092004	6.324498659448896e-27	5.156347632264568e-25	g/aCAP
Tuba1a	10.738436	1.3166839	6.717261254019752e-27	5.461095448889505e-25	g/aCAP
Casc4	10.728603	2.0155926	7.471713477229283e-27	6.057349686610106e-25	g/aCAP
Acap2	10.713262	1.6698871	8.819890110133591e-27	7.130237004765302e-25	g/aCAP
H2-Q4	10.689324	1.5226312	1.1420027179632777e-26	9.206397261339814e-25	g/aCAP
Ccser2	10.673655	1.5916586	1.35201985845941e-26	1.0869031152642968e-24	g/aCAP
Pam	10.669955	1.6393514	1.4069450529027878e-26	1.1279074825220678e-24	g/aCAP
H2-Q6	10.66772	1.6812211	1.441189992322204e-26	1.1521513327509176e-24	g/aCAP
Pttg1ip	10.64594	1.5089046	1.8213752154746082e-26	1.4520548116720007e-24	g/aCAP
Csnk1a1	10.636926	1.2533752	2.0064002964269373e-26	1.5951436610819683e-24	g/aCAP
App	10.616658	1.2758635	2.4932733232259332e-26	1.9767605025466214e-24	g/aCAP
Syne1	10.603571	1.9038608	2.868152174962037e-26	2.261788655504607e-24	g/aCAP
Tmod2	10.6035595	2.422696	2.868494993951291e-26	2.261788655504607e-24	g/aCAP
Nhlrc2	10.578817	1.6890653	3.736459934574779e-26	2.938123413034485e-24	g/aCAP
Cmtm3	10.572124	1.9357375	4.013019760148291e-26	3.146994787386044e-24	g/aCAP
Lysmd2	10.559733	2.4574687	4.5795843346938635e-26	3.5815336182741686e-24	g/aCAP
Mef2a	10.554821	1.4283271	4.8255815600341116e-26	3.7636920676905616e-24	g/aCAP
Stmn1	10.538909	1.1712168	5.715785312929007e-26	4.445954089353968e-24	g/aCAP
Tgm2	10.531297	1.7355887	6.19750725010404e-26	4.807661958436503e-24	g/aCAP
Hip1	10.523406	1.7871699	6.739267122446203e-26	5.2138738651613364e-24	g/aCAP
Npr1	10.512755	1.263484	7.545640214680586e-26	5.822078428378211e-24	g/aCAP
Cracr2b	10.509783	1.4745245	7.787267191660156e-26	5.9924478549727075e-24	g/aCAP
Ubb	10.5090885	1.3816395	7.844834213316886e-26	6.020648764246932e-24	g/aCAP
Hmcn1	10.507533	2.394387	7.975237620711481e-26	6.104450497980756e-24	g/aCAP
Adamts1	10.477859	1.8758131	1.0918755972349223e-25	8.335326177300018e-24	g/aCAP
Arap2	10.438388	1.9002969	1.655985158421319e-25	1.2608267952213112e-23	g/aCAP
Aph1a	10.373072	2.1245794	3.287815863315432e-25	2.496658061905492e-23	g/aCAP
Pea15a	10.3711405	1.5064398	3.3549510803304387e-25	2.540934002418685e-23	g/aCAP
Tmem44	10.367946	2.918645	3.4690072100456365e-25	2.620420669425549e-23	g/aCAP
Ehd2	10.360261	1.5605029	3.7593394528514175e-25	2.832298153221565e-23	g/aCAP
Plscr3	10.356136	2.1228871	3.9249840004735027e-25	2.949374400355807e-23	g/aCAP
Wwtr1	10.354939	1.8270168	3.9743712216280077e-25	2.9787084312097414e-23	g/aCAP
2900026A02Rik	10.351315	2.1974304	4.1277831661939436e-25	3.08565193566394e-23	g/aCAP
Krt80	10.343789	2.1949408	4.465255836078311e-25	3.3292762425475073e-23	g/aCAP
Cpd	10.31897	1.9644572	5.784032561648419e-25	4.2903210599031315e-23	g/aCAP
Gpr146	10.3148985	1.9078	6.034476394275669e-25	4.4645817641967546e-23	g/aCAP
Col4a2	10.306535	1.4520427	6.583264035071996e-25	4.858111254599283e-23	g/aCAP
Ica1	10.298628	2.0131133	7.147346976443374e-25	5.2608860864971947e-23	g/aCAP
Cyb5r3	10.293374	1.2195218	7.548382356752079e-25	5.541899087431756e-23	g/aCAP
Nav1	10.281636	1.7730049	8.526766607987654e-25	6.243137121410995e-23	g/aCAP
Dync1li2	10.281409	1.4887508	8.546893765934441e-25	6.243137121410995e-23	g/aCAP
Sh3glb1	10.270042	1.3733529	9.616251827177832e-25	7.006474116105772e-23	g/aCAP
AU020206	10.267986	1.7928646	9.82336967683599e-25	7.139307558064136e-23	g/aCAP
Map4k3	10.267324	1.7591814	9.89099999713836e-25	7.170352138983426e-23	g/aCAP
Ehd1	10.265201	1.9420456	1.0111097999839802e-24	7.311492473250992e-23	g/aCAP
Amotl2	10.261506	1.4304527	1.0505499129561473e-24	7.57765075059597e-23	g/aCAP
Elk3	10.26062	1.7219284	1.0602392832239775e-24	7.628421642796518e-23	g/aCAP
Ppp1r16b	10.250469	2.1582465	1.1777028842556952e-24	8.452441149346361e-23	g/aCAP
Thra	10.219132	1.5050296	1.6279176138197508e-24	1.1654594260132445e-22	g/aCAP
Tpm4	10.204296	1.2640977	1.8969176800549982e-24	1.3546722290814602e-22	g/aCAP
Pxdc1	10.202671	2.5215158	1.928930990401056e-24	1.374124601577782e-22	g/aCAP
Map4	10.199138	1.4919463	2.000412477182987e-24	1.4215276813167004e-22	g/aCAP
Csgalnact1	10.186007	2.4961488	2.2897865287446033e-24	1.6231540959918641e-22	g/aCAP
Fgfr3	10.1854515	2.4712484	2.3028899884372337e-24	1.6284317903494739e-22	g/aCAP
Cd151	10.183206	1.4015485	2.3566823347272713e-24	1.6623852351335998e-22	g/aCAP
Dennd5b	10.180712	2.3363497	2.4178661167195256e-24	1.7013737613493385e-22	g/aCAP
Rhob	10.175757	1.4729785	2.544117009212466e-24	1.785846037198409e-22	g/aCAP
Ackr3	10.172688	2.9177663	2.6256144893463055e-24	1.8385689781845906e-22	g/aCAP
Notch1	10.166934	1.7019117	2.7853778566623972e-24	1.9457081241442667e-22	g/aCAP
Ncald	10.165082	2.29942	2.8388258820395245e-24	1.9782423458861385e-22	g/aCAP
Dach1	10.159667	2.7103817	3.0009819308434813e-24	2.0861898543399854e-22	g/aCAP
Slc3a2	10.148871	1.4581298	3.352166818129179e-24	2.324707494596573e-22	g/aCAP
Cebpd	10.131312	1.5727146	4.012260145504821e-24	2.775789591048768e-22	g/aCAP
Lats2	10.121596	1.9289715	4.4312929678868684e-24	3.058336009970841e-22	g/aCAP
Gcc2	10.118673	1.5139823	4.5656232466063675e-24	3.1435080630940495e-22	g/aCAP
Tns2	10.110077	1.62395	4.9845184921050954e-24	3.4237337041237385e-22	g/aCAP
Plscr1	10.109372	1.9080681	5.020509571926647e-24	3.44024441619164e-22	g/aCAP
Nipal3	10.067972	1.9878982	7.653949449920141e-24	5.232319837736381e-22	g/aCAP
Enpp4	10.064515	1.8905793	7.927690047522546e-24	5.406609468428883e-22	g/aCAP
Ceacam1	10.0636015	1.3672031	8.001619264897265e-24	5.444127717346177e-22	g/aCAP
Map7d1	10.044809	1.2973201	9.6834933757102e-24	6.572899513041027e-22	g/aCAP
Xdh	10.042325	1.4954906	9.93056053750667e-24	6.70895615655967e-22	g/aCAP
Shank3	10.026899	2.590232	1.1610554529195719e-23	7.8255681346663415e-22	g/aCAP
Clstn1	10.019026	1.3519889	1.257366736112519e-23	8.454909968532312e-22	g/aCAP
Fam171a1	9.976196	2.7704866	1.9375318477723436e-23	1.2998174027712832e-21	g/aCAP
Dok4	9.966573	2.544862	2.1346897187885958e-23	1.428752793179902e-21	g/aCAP
Arhgef7	9.954583	1.7875034	2.4083096385943453e-23	1.6081473642400291e-21	g/aCAP
Samd12	9.949809	2.3105433	2.526684112298076e-23	1.6832863137022831e-21	g/aCAP
Gkap1	9.947118	1.5049971	2.5959301158503124e-23	1.7254242201887297e-21	g/aCAP
Taok2	9.929314	1.7730104	3.103837168402751e-23	2.0582588411666168e-21	g/aCAP
Adrb2	9.928344	2.3474736	3.134183159818202e-23	2.0736043986107553e-21	g/aCAP
Sec14l1	9.888294	1.6057112	4.679313275194962e-23	3.0887760564245644e-21	g/aCAP
Grasp	9.874848	2.156764	5.351368588375099e-23	3.5162645656035465e-21	g/aCAP
Lepr	9.865569	2.4068897	5.870083685237342e-23	3.848314543533729e-21	g/aCAP
St3gal6	9.853005	1.5239077	6.652429913837677e-23	4.3512939300056446e-21	g/aCAP
Myo6	9.83336	1.5448438	8.087452101786795e-23	5.2659925676340264e-21	g/aCAP
Pkp4	9.827619	1.7179754	8.561952209162102e-23	5.5623698550719026e-21	g/aCAP
Als2cl	9.816485	2.28299	9.561909740691505e-23	6.1980126652500345e-21	g/aCAP
Grrp1	9.790335	3.1448064	1.2388486903952002e-22	8.012149507769408e-21	g/aCAP
Arhgef26	9.764895	2.1487448	1.5927586209279548e-22	1.0277935674956623e-20	g/aCAP
Wwc2	9.755185	1.5223804	1.7527984322962558e-22	1.1285355454471196e-20	g/aCAP
Abi3bp	9.747466	1.9100665	1.891296906499896e-22	1.21498939663096e-20	g/aCAP
Zbtb4	9.739297	1.3869797	2.04966949439244e-22	1.313797061216357e-20	g/aCAP
Vegfa	9.72179	1.3547902	2.434621403168467e-22	1.5570756440708553e-20	g/aCAP
Stx3	9.706361	1.8221442	2.8326958209505884e-22	1.807649350930331e-20	g/aCAP
Stard9	9.696593	2.1834311	3.1173331559128496e-22	1.98488602272504e-20	g/aCAP
Bnip2	9.690521	1.2899488	3.3083569140726546e-22	2.1018656067772848e-20	g/aCAP
Phactr2	9.67407	1.3765541	3.886066433568479e-22	2.4634579726453925e-20	g/aCAP
Agpat4	9.664045	1.6789378	4.285957471313277e-22	2.7109858466900244e-20	g/aCAP
Sh2d3c	9.661477	2.5030737	4.39482930077358e-22	2.773754106935606e-20	g/aCAP
Wars	9.647862	1.5908666	5.019112771085891e-22	3.160832944241837e-20	g/aCAP
Gltp	9.633427	1.4415882	5.777030411547838e-22	3.630195092671327e-20	g/aCAP
Eml1	9.630224	2.925517	5.95993137757931e-22	3.7369678659418853e-20	g/aCAP
Rbm39	9.6272	1.3455288	6.137931001614455e-22	3.840209874488348e-20	g/aCAP
Afdn	9.601585	1.2447655	7.872399918019254e-22	4.9040621134327727e-20	g/aCAP
Hs3st1	9.567355	2.5688634	1.0967537677964239e-21	6.817402470233494e-20	g/aCAP
Cyfip1	9.551332	1.3767328	1.2803838551204343e-21	7.941691239303039e-20	g/aCAP
Hpcal1	9.538559	1.2294136	1.4483048986746391e-21	8.954001016139943e-20	g/aCAP
Ccdc9b	9.538451	2.2821445	1.4498139240865925e-21	8.954001016139943e-20	g/aCAP
Rac1	9.505133	1.1342834	1.9979363045708965e-21	1.231276377849045e-19	g/aCAP
Ddah1	9.473214	2.8345132	2.71362444567157e-21	1.6687630672313629e-19	g/aCAP
Xiap	9.450576	1.2537436	3.3697156687596966e-21	2.067812728078978e-19	g/aCAP
Ephx1	9.438811	1.608984	3.770309911898743e-21	2.3087131758392726e-19	g/aCAP
Meis2	9.4359255	2.427404	3.875591766325736e-21	2.3681429094448974e-19	g/aCAP
Itga2	9.418915	2.5109763	4.5577465600074894e-21	2.7790666524791432e-19	g/aCAP
Gimap4	9.414553	1.5015746	4.75099032421535e-21	2.8907717025564013e-19	g/aCAP
Atp2a3	9.40567	1.6517471	5.1699820666364276e-21	3.1390734995315693e-19	g/aCAP
Rab11a	9.40333	1.111689	5.286303500120921e-21	3.2029434680732655e-19	g/aCAP
Inpp5a	9.398855	1.8909355	5.51596956974283e-21	3.328083945853221e-19	g/aCAP
Pllp	9.378203	2.5998974	6.71063234388362e-21	4.0404183861290915e-19	g/aCAP
Bicd2	9.369012	1.666128	7.32145982359203e-21	4.398989848078886e-19	g/aCAP
Sox18	9.36184	2.7185702	7.835978221023252e-21	4.698321941688525e-19	g/aCAP
Cd34	9.343762	1.8631212	9.297001755374374e-21	5.562738264442297e-19	g/aCAP
Ski	9.336653	1.3627561	9.94279892406734e-21	5.936799855490831e-19	g/aCAP
Osbpl2	9.327229	2.2082217	1.0867568793582051e-20	6.475540991289677e-19	g/aCAP
Gnb1	9.322507	1.1267481	1.1362298064042146e-20	6.75634170006473e-19	g/aCAP
Ahr	9.320977	2.2702768	1.1527350235179428e-20	6.840353397287916e-19	g/aCAP
Iigp1	9.313032	1.8462328	1.242344734124774e-20	7.356930339117489e-19	g/aCAP
Kctd10	9.300481	1.4304278	1.398121338249933e-20	8.262409058487284e-19	g/aCAP
Ucp2	9.298251	1.3079753	1.4277417088786726e-20	8.420165242116435e-19	g/aCAP
Plat	9.293532	2.764328	1.492509335546054e-20	8.784134698776164e-19	g/aCAP
Cdc42ep4	9.287434	1.9849933	1.5805364944064205e-20	9.283232716125874e-19	g/aCAP
Ephb4	9.280012	2.3403122	1.694594919210393e-20	9.932880198548902e-19	g/aCAP
Lhfp	9.271975	1.9355963	1.827318022602172e-20	1.0689067620018397e-18	g/aCAP
Ginm1	9.246273	1.2336355	2.3245616697265337e-20	1.357015919974232e-18	g/aCAP
Cpne8	9.241321	2.0251076	2.4347360894668125e-20	1.415589993027371e-18	g/aCAP
Cltb	9.23692	1.223474	2.5369271616029237e-20	1.4690696923728801e-18	g/aCAP
Fez2	9.224124	1.9339085	2.8588837321030964e-20	1.6521822050186167e-18	g/aCAP
Fam107a	9.2160635	3.80578	3.082068246053945e-20	1.7775936697681868e-18	g/aCAP
Il4ra	9.21317	1.8945745	3.16633703405192e-20	1.822543596800285e-18	g/aCAP
Rassf1	9.207969	1.3497117	3.323557806801224e-20	1.9092214307333176e-18	g/aCAP
Maoa	9.205258	1.9978123	3.408493708016645e-20	1.9541125282214953e-18	g/aCAP
Msrb3	9.19959	1.3817132	3.593189505359933e-20	2.055904452569759e-18	g/aCAP
Tspan8	9.19545	1.24095	3.734288733793648e-20	2.1323974158448648e-18	g/aCAP
Pak4	9.194443	1.9582158	3.769447786277256e-20	2.1482120255259294e-18	g/aCAP
Cd38	9.190218	2.2137134	3.9204730103061804e-20	2.2298658742413414e-18	g/aCAP
St5	9.159609	2.1528962	5.208587216723358e-20	2.956669429926987e-18	g/aCAP
Rapgef3	9.139761	2.2573965	6.259050165054428e-20	3.5459736958713864e-18	g/aCAP
Phactr1	9.125517	1.7580249	7.139461615039196e-20	4.036811498641023e-18	g/aCAP
Mctp1	9.117027	2.2913616	7.721284785648541e-20	4.3572269829600984e-18	g/aCAP
Ddit4	9.109923	1.7017621	8.244047672958376e-20	4.64312508860552e-18	g/aCAP
Gimap5	9.098379	1.8655012	9.168968937651582e-20	5.153963398937745e-18	g/aCAP
Lmo2	9.065296	1.7000386	1.2426603536406096e-19	6.971494147714765e-18	g/aCAP
Stxbp1	9.059329	2.3061175	1.3125494125665359e-19	7.34925527114103e-18	g/aCAP
Bag5	9.049912	1.7504941	1.430827517753915e-19	7.995964264263626e-18	g/aCAP
Hmbox1	9.048783	1.8666499	1.445703546540441e-19	8.063439548339902e-18	g/aCAP
Plk2	9.0333185	1.6571738	1.6654309877633956e-19	9.271006543100682e-18	g/aCAP
Wasf2	9.0315695	1.1657158	1.6922656143141774e-19	9.402201617753288e-18	g/aCAP
Myl12b	9.022533	1.0489374	1.8378824621476457e-19	1.0191571726514306e-17	g/aCAP
Ptprb	115.818504	4.997211	0.0	0.0	gCap
Hpgd	112.06548	4.54654	0.0	0.0	gCap
Tmem100	111.7924	4.5478315	0.0	0.0	gCap
Adgrf5	109.67574	3.803896	0.0	0.0	gCap
Tspan7	108.16603	4.4936414	0.0	0.0	gCap
Cavin2	102.82332	3.7957664	0.0	0.0	gCap
Egfl7	102.68734	4.091861	0.0	0.0	gCap
Jun	101.90852	3.491243	0.0	0.0	gCap
Epas1	100.59137	3.9511764	0.0	0.0	gCap
Calcrl	96.79094	4.1027274	0.0	0.0	gCap
BC028528	93.112144	3.9154694	0.0	0.0	gCap
Cd93	90.6091	4.3178716	0.0	0.0	gCap
Ehd4	90.25998	3.4903042	0.0	0.0	gCap
Sema3c	88.83929	4.4285865	0.0	0.0	gCap
Clec14a	87.64149	4.082291	0.0	0.0	gCap
Sptbn1	87.43586	3.1742973	0.0	0.0	gCap
Ramp2	87.27768	3.780058	0.0	0.0	gCap
Pltp	85.041725	3.6528945	0.0	0.0	gCap
Itga1	83.14701	4.0168395	0.0	0.0	gCap
Pecam1	83.02989	3.4325185	0.0	0.0	gCap
Ctla2a	82.19482	3.5232973	0.0	0.0	gCap
Ly6a	81.778496	3.2083795	0.0	0.0	gCap
Itm2b	81.777565	2.6424348	0.0	0.0	gCap
Cav1	81.29254	3.2390313	0.0	0.0	gCap
Ly6c1	81.16853	3.1070297	0.0	0.0	gCap
Gpihbp1	80.87224	4.578717	0.0	0.0	gCap
Plvap	79.09197	4.148082	0.0	0.0	gCap
Tek	78.160736	4.173685	0.0	0.0	gCap
Thbd	77.582756	3.3882072	0.0	0.0	gCap
Cldn5	77.178505	3.5004222	0.0	0.0	gCap
Bmpr2	77.0567	3.3925133	0.0	0.0	gCap
Cdh5	75.2156	3.5011122	0.0	0.0	gCap
Flt1	73.21877	3.4601607	0.0	0.0	gCap
Lyve1	72.72739	3.5695527	0.0	0.0	gCap
Klf4	72.4875	2.9124913	0.0	0.0	gCap
Aqp1	72.09382	3.0147088	0.0	0.0	gCap
Id3	71.97702	2.9267993	0.0	0.0	gCap
B2m	71.86769	2.229615	0.0	0.0	gCap
Ifitm3	69.974846	2.4887676	0.0	0.0	gCap
Cd36	69.39746	2.2127583	0.0	0.0	gCap
Gata2	69.20174	3.6667447	0.0	0.0	gCap
Acvrl1	69.014366	3.1311238	0.0	0.0	gCap
Slc43a3	68.46224	3.0669618	0.0	0.0	gCap
Clec1a	67.46223	3.6542268	0.0	0.0	gCap
Npr3	66.34678	4.3999815	0.0	0.0	gCap
Ybx1	65.79994	2.1529078	0.0	0.0	gCap
Ace	64.92348	3.322634	0.0	0.0	gCap
Adgrl4	64.602234	3.7993445	0.0	0.0	gCap
Klhl5	64.14061	3.277575	0.0	0.0	gCap
Myzap	63.748642	3.4168224	0.0	0.0	gCap
Glp1r	63.74125	4.6140566	0.0	0.0	gCap
Slc9a3r2	63.730988	2.661443	0.0	0.0	gCap
Sema3g	63.38196	4.2003174	0.0	0.0	gCap
Fmo1	63.22647	3.1860461	0.0	0.0	gCap
Slco2a1	62.801765	2.7318993	0.0	0.0	gCap
S1pr1	61.677456	2.976158	0.0	0.0	gCap
Ece1	60.442764	2.6261737	0.0	0.0	gCap
Tm4sf1	60.316025	2.7772589	0.0	0.0	gCap
Tspan13	59.107365	2.5247045	0.0	0.0	gCap
Edn1	58.44741	4.063905	0.0	0.0	gCap
Scn7a	57.872036	3.1238265	0.0	0.0	gCap
Eng	57.481647	3.332054	0.0	0.0	gCap
Cyyr1	56.960117	3.695733	0.0	0.0	gCap
Ier3	56.4728	2.4048116	0.0	0.0	gCap
H2-D1	56.299446	1.8130331	0.0	0.0	gCap
Clic5	55.874474	2.4286523	0.0	0.0	gCap
Hilpda	54.984383	3.6888297	0.0	0.0	gCap
Cyp4b1	54.303364	2.156802	0.0	0.0	gCap
